,miniblock,er,sus
90,scene18,isanimate8,scene19
91,inanimate7,scene3,inanimate4
92,scene0,scene1,isanimate6
93,scene19,isanimate4,scene7
94,scene1,inanimate7,inanimate9
95,inanimate5,scene16,inanimate0
96,isanimate0,scene13,scene4
97,scene11,scene2,scene3
98,isanimate4,scene15,inanimate3
99,scene9,scene6,scene1
100,scene10,scene5,isanimate7
101,inanimate4,isanimate5,scene9
102,scene8,inanimate0,scene12
103,scene3,scene18,inanimate7
104,inanimate6,inanimate5,scene14
105,scene17,inanimate4,scene13
106,inanimate0,scene0,scene0
107,inanimate2,scene12,isanimate5
108,scene6,scene11,isanimate8
109,isanimate1,inanimate1,scene15
110,inanimate8,inanimate3,scene18
111,isanimate7,scene10,isanimate4
112,scene7,isanimate3,inanimate1
113,isanimate8,isanimate6,inanimate6
114,scene15,isanimate0,scene2
115,scene4,scene14,scene6
116,inanimate1,isanimate7,inanimate2
117,scene16,inanimate8,scene5
118,inanimate3,scene17,inanimate8
119,isanimate6,isanimate2,isanimate1
120,inanimate5,scene5,inanimate4
121,scene18,scene7,inanimate3
122,scene3,scene12,inanimate5
123,inanimate8,isanimate9,isanimate3
124,inanimate9,scene15,isanimate8
125,scene8,inanimate2,scene3
126,scene1,scene18,scene13
127,inanimate6,scene17,scene9
128,isanimate3,scene16,scene2
129,scene17,scene6,scene17
130,isanimate8,scene19,isanimate1
131,inanimate4,scene2,scene7
132,isanimate1,scene10,scene4
133,isanimate7,isanimate2,inanimate9
134,inanimate0,isanimate3,scene14
135,inanimate1,scene9,inanimate0
136,scene12,scene4,isanimate0
137,isanimate2,inanimate0,isanimate4
138,scene10,isanimate0,scene18
139,scene0,isanimate1,scene5
140,scene4,scene11,inanimate8
141,isanimate0,isanimate5,isanimate7
142,isanimate6,inanimate4,scene19
143,scene11,inanimate1,isanimate5
144,inanimate2,inanimate6,scene0
145,scene15,inanimate3,inanimate6
146,isanimate9,isanimate6,scene16
147,scene2,inanimate5,scene10
148,isanimate4,inanimate8,scene11
149,scene16,isanimate4,inanimate7
150,scene13,isanimate8,inanimate2
151,scene7,scene0,scene1
152,inanimate7,scene1,scene8
153,inanimate3,isanimate7,isanimate2
154,scene9,inanimate9,scene12
155,scene19,inanimate7,isanimate6
156,scene6,scene13,isanimate9
157,isanimate5,scene8,scene6
158,scene5,scene14,inanimate1
159,scene14,scene3,scene15
160,inanimate6,isanimate7,scene13
161,scene13,inanimate0,scene18
162,scene10,scene3,scene1
163,isanimate3,scene0,scene19
164,inanimate9,scene4,scene7
165,isanimate4,inanimate9,scene0
166,scene5,scene15,scene5
167,scene6,isanimate3,isanimate8
168,inanimate7,scene10,isanimate5
169,inanimate4,isanimate4,scene11
170,scene12,inanimate2,scene2
171,isanimate8,isanimate0,inanimate7
172,scene9,isanimate9,isanimate0
173,isanimate6,inanimate7,scene4
174,scene4,scene11,inanimate4
175,scene11,scene14,inanimate8
176,scene19,scene1,inanimate5
177,inanimate3,inanimate3,scene14
178,scene18,scene9,inanimate1
179,scene1,inanimate8,scene6
180,scene14,scene19,isanimate2
181,scene17,inanimate6,inanimate9
182,scene7,scene16,inanimate3
183,scene8,isanimate5,isanimate1
184,inanimate1,scene18,scene9
185,isanimate9,isanimate2,scene17
186,scene3,inanimate5,scene3
187,inanimate2,isanimate1,inanimate6
188,isanimate1,scene13,inanimate0
189,inanimate8,inanimate1,isanimate6
190,scene15,isanimate6,scene8
191,inanimate5,scene17,scene16
192,isanimate0,scene6,isanimate9
193,inanimate0,scene5,isanimate4
194,isanimate5,scene8,isanimate3
195,scene0,scene12,scene10
196,isanimate7,isanimate8,scene12
197,scene2,scene7,isanimate7
198,scene16,inanimate4,scene15
199,isanimate2,scene2,inanimate2
200,scene0,scene16,scene11
201,inanimate3,scene13,scene15
202,scene15,isanimate8,isanimate5
203,isanimate3,scene8,isanimate8
204,scene19,scene11,scene16
205,isanimate8,scene5,scene6
206,scene1,isanimate1,scene7
207,inanimate9,isanimate5,isanimate4
208,inanimate6,isanimate7,scene10
209,inanimate4,scene17,scene17
210,scene17,scene1,scene2
211,isanimate4,isanimate3,isanimate6
212,isanimate6,isanimate0,scene12
213,scene12,scene9,inanimate7
214,inanimate8,inanimate8,scene13
215,scene3,inanimate3,inanimate6
216,isanimate1,scene0,scene8
217,isanimate5,isanimate9,isanimate3
218,isanimate0,inanimate1,inanimate2
219,isanimate7,scene18,inanimate4
220,scene10,inanimate2,scene19
221,scene4,inanimate9,scene14
222,scene8,scene12,inanimate8
223,scene6,inanimate4,scene3
224,isanimate9,inanimate5,inanimate3
225,scene14,scene10,scene4
226,isanimate2,scene7,scene9
227,inanimate5,scene14,isanimate2
228,inanimate0,isanimate6,scene5
229,scene11,scene3,inanimate5
230,inanimate2,isanimate2,isanimate9
231,scene7,inanimate7,scene1
232,inanimate7,scene4,scene0
233,scene5,scene6,inanimate0
234,scene9,inanimate6,isanimate7
235,scene2,isanimate4,isanimate0
236,inanimate1,scene15,isanimate1
237,scene13,scene2,inanimate1
238,scene16,scene19,scene18
239,scene18,inanimate0,inanimate9
