,miniblock,er,sus
78,scene4,scene12,inanimate5
79,isanimate6,scene11,inanimate9
80,scene11,scene1,isanimate5
81,inanimate1,isanimate7,inanimate8
82,isanimate0,isanimate5,scene3
83,scene5,scene11,inanimate2
84,inanimate8,isanimate1,scene8
85,scene6,inanimate8,scene16
86,isanimate6,scene16,isanimate2
87,scene2,inanimate4,inanimate5
88,scene3,inanimate2,inanimate3
89,inanimate3,scene17,isanimate1
90,isanimate8,scene10,scene1
91,inanimate6,scene0,isanimate0
92,isanimate7,scene9,inanimate1
93,inanimate0,inanimate3,isanimate7
94,scene16,isanimate6,scene15
95,inanimate2,isanimate8,scene0
96,isanimate2,scene4,scene13
97,scene0,scene3,scene19
98,scene13,inanimate7,inanimate0
99,scene10,scene14,inanimate7
100,scene17,isanimate0,isanimate9
101,isanimate9,scene13,inanimate6
102,inanimate9,isanimate3,scene10
103,scene15,inanimate1,scene14
104,isanimate4,inanimate9,scene2
105,scene19,scene15,scene17
106,scene14,scene5,isanimate4
107,scene12,scene8,scene12
108,scene18,inanimate5,scene4
109,scene8,isanimate2,isanimate6
110,isanimate3,scene19,scene5
111,scene1,scene7,scene6
112,isanimate5,scene12,inanimate9
113,scene9,scene18,scene9
114,inanimate7,inanimate0,inanimate4
115,isanimate1,isanimate9,scene11
116,scene4,scene2,isanimate8
117,inanimate5,inanimate6,scene7
118,inanimate4,isanimate4,scene18
119,scene7,scene6,isanimate3
120,scene11,inanimate4,isanimate6
121,scene5,isanimate7,inanimate8
122,scene4,scene5,inanimate0
123,inanimate2,scene9,scene14
124,isanimate0,scene15,scene11
125,scene0,inanimate0,scene1
126,scene15,scene3,isanimate5
127,isanimate4,inanimate3,isanimate9
128,inanimate9,scene13,isanimate1
129,inanimate7,isanimate8,isanimate8
130,inanimate1,scene0,scene6
131,isanimate6,isanimate3,inanimate6
132,isanimate5,scene14,scene10
133,scene19,scene18,isanimate0
134,scene17,inanimate8,scene16
135,inanimate6,scene16,scene13
136,isanimate2,isanimate5,scene5
137,scene18,isanimate1,scene2
138,scene9,inanimate7,scene8
139,scene6,scene1,scene18
140,isanimate9,scene2,inanimate7
141,inanimate3,inanimate5,scene17
142,isanimate8,inanimate1,scene4
143,isanimate1,scene11,isanimate3
144,scene12,inanimate2,scene0
145,scene3,inanimate6,inanimate5
146,scene13,scene8,scene7
147,inanimate8,isanimate9,inanimate4
148,scene1,isanimate4,isanimate4
149,scene14,inanimate9,inanimate9
150,scene7,scene10,inanimate1
151,isanimate3,isanimate6,scene15
152,scene16,isanimate0,inanimate3
153,scene2,scene17,isanimate2
154,inanimate0,scene6,scene19
155,inanimate5,scene4,scene9
156,inanimate4,scene19,scene3
157,scene8,scene12,inanimate2
158,isanimate7,isanimate2,scene12
159,scene10,scene7,isanimate7
160,scene4,isanimate7,scene4
161,scene16,inanimate9,scene17
162,isanimate3,inanimate5,scene10
163,isanimate8,scene13,inanimate6
164,isanimate6,scene10,isanimate2
165,inanimate9,scene11,isanimate1
166,scene18,isanimate8,inanimate1
167,scene5,isanimate4,scene3
168,inanimate1,inanimate6,isanimate5
169,scene19,scene18,inanimate9
170,isanimate7,isanimate6,isanimate0
171,scene11,scene19,scene13
172,inanimate0,scene1,inanimate2
173,inanimate2,isanimate9,isanimate9
174,inanimate3,scene14,scene2
175,scene0,isanimate5,scene9
176,isanimate5,isanimate2,scene0
177,scene2,scene7,scene7
178,isanimate9,inanimate2,inanimate0
179,inanimate5,scene12,inanimate8
180,scene13,scene4,scene14
181,inanimate4,scene17,scene5
182,isanimate0,inanimate3,isanimate7
183,scene10,scene2,scene1
184,scene14,inanimate4,isanimate6
185,inanimate8,scene16,scene11
186,scene3,isanimate3,scene16
187,scene7,isanimate1,inanimate7
188,isanimate4,scene5,isanimate8
189,scene1,scene3,scene19
190,scene17,inanimate8,inanimate3
191,scene6,scene9,inanimate5
192,isanimate1,scene8,isanimate4
193,scene9,inanimate1,scene6
194,isanimate2,isanimate0,scene15
195,inanimate7,scene6,inanimate4
196,scene12,inanimate0,scene18
197,inanimate6,scene15,scene8
198,scene8,inanimate7,scene12
199,scene15,scene0,isanimate3
200,scene9,isanimate8,inanimate0
201,inanimate0,inanimate0,scene2
202,scene10,scene17,scene10
203,inanimate5,isanimate9,scene19
204,scene3,scene10,isanimate8
205,scene0,scene12,scene11
206,inanimate1,scene0,scene6
207,scene7,scene8,scene4
208,inanimate3,inanimate3,scene12
209,scene13,scene15,inanimate9
210,isanimate6,isanimate5,inanimate7
211,scene14,isanimate2,inanimate1
212,scene5,scene1,inanimate5
213,inanimate7,scene4,scene9
214,isanimate8,isanimate6,isanimate9
215,isanimate2,isanimate7,scene16
216,scene16,inanimate2,scene13
217,isanimate0,scene13,scene1
218,scene8,inanimate9,inanimate2
219,scene15,inanimate8,scene15
220,isanimate3,scene18,scene3
221,inanimate6,scene6,scene17
222,scene12,scene16,scene7
223,inanimate8,inanimate7,isanimate0
224,isanimate1,scene2,isanimate7
225,inanimate2,scene14,isanimate4
226,scene18,isanimate4,scene5
227,isanimate9,isanimate3,inanimate3
228,isanimate5,inanimate1,scene18
229,scene6,inanimate4,inanimate6
230,inanimate9,scene7,inanimate4
231,scene17,scene3,scene0
232,scene11,scene9,scene14
233,scene1,scene11,isanimate3
234,scene2,isanimate1,isanimate6
235,isanimate7,scene19,isanimate2
236,scene4,scene5,isanimate1
237,inanimate4,isanimate0,isanimate5
238,scene19,inanimate6,scene8
239,isanimate4,inanimate5,inanimate8
