,miniblock,er,sus
74,isanimate9,scene4,inanimate8
75,scene7,inanimate2,scene16
76,scene12,scene5,scene3
77,scene19,isanimate9,isanimate1
78,scene11,isanimate6,inanimate4
79,scene5,scene0,inanimate9
80,scene9,scene4,isanimate9
81,scene17,scene11,scene17
82,scene3,scene13,inanimate0
83,inanimate0,scene17,inanimate4
84,scene14,isanimate9,scene8
85,scene7,inanimate5,inanimate1
86,isanimate7,inanimate2,scene15
87,isanimate8,isanimate8,isanimate8
88,scene5,scene2,inanimate2
89,scene4,scene6,isanimate6
90,scene2,isanimate4,scene16
91,inanimate7,inanimate6,isanimate1
92,inanimate4,inanimate1,inanimate5
93,scene8,isanimate5,scene12
94,scene16,isanimate6,scene9
95,inanimate1,scene18,scene7
96,inanimate6,scene19,scene13
97,isanimate6,scene14,isanimate7
98,isanimate1,inanimate7,scene0
99,scene0,inanimate0,inanimate3
100,isanimate4,scene12,isanimate4
101,inanimate9,scene5,scene2
102,scene11,scene0,inanimate9
103,scene18,scene1,isanimate0
104,isanimate9,isanimate7,inanimate8
105,isanimate5,scene9,scene1
106,isanimate2,scene3,scene14
107,isanimate0,inanimate8,isanimate2
108,scene13,inanimate4,scene11
109,scene1,scene8,scene18
110,inanimate3,inanimate3,scene6
111,inanimate8,scene16,scene4
112,scene19,scene10,scene3
113,inanimate2,isanimate1,inanimate6
114,scene6,isanimate2,scene10
115,scene12,scene15,scene5
116,scene15,scene7,isanimate3
117,isanimate3,isanimate0,isanimate5
118,inanimate5,inanimate9,scene19
119,scene10,isanimate3,inanimate7
120,inanimate5,scene10,inanimate1
121,scene18,isanimate9,scene15
122,scene3,scene11,isanimate7
123,isanimate0,isanimate1,isanimate2
124,inanimate2,scene4,isanimate1
125,isanimate5,inanimate9,inanimate4
126,scene11,isanimate7,scene6
127,scene13,scene16,inanimate5
128,inanimate7,inanimate2,isanimate9
129,scene0,isanimate6,scene10
130,scene7,inanimate1,scene7
131,isanimate6,scene18,scene16
132,inanimate8,scene3,scene18
133,scene15,inanimate3,scene14
134,isanimate2,isanimate8,inanimate3
135,scene19,inanimate7,inanimate7
136,scene12,inanimate4,isanimate6
137,scene17,scene12,scene9
138,scene2,scene9,isanimate4
139,scene8,scene17,inanimate6
140,isanimate7,scene0,scene1
141,inanimate3,isanimate2,scene8
142,isanimate3,scene8,scene0
143,isanimate4,scene1,scene12
144,scene6,scene2,scene11
145,inanimate9,scene19,scene4
146,scene9,isanimate4,inanimate8
147,scene4,isanimate5,inanimate0
148,isanimate1,scene15,isanimate3
149,isanimate9,isanimate3,scene13
150,inanimate4,scene6,isanimate8
151,scene16,scene5,inanimate2
152,scene5,scene7,isanimate0
153,inanimate6,inanimate0,scene2
154,inanimate1,inanimate8,scene19
155,scene10,inanimate6,scene17
156,scene14,scene14,inanimate9
157,scene1,isanimate0,scene5
158,isanimate8,scene13,scene3
159,inanimate0,inanimate5,isanimate5
160,scene13,inanimate0,inanimate9
161,scene18,scene4,scene16
162,isanimate7,inanimate3,scene7
163,isanimate8,isanimate7,inanimate3
164,scene7,scene12,isanimate4
165,isanimate1,scene7,scene1
166,inanimate9,scene18,isanimate3
167,isanimate3,scene8,scene3
168,scene11,inanimate5,isanimate6
169,scene0,inanimate7,inanimate2
170,scene1,scene6,scene15
171,scene5,scene2,scene18
172,isanimate6,scene0,inanimate7
173,inanimate8,isanimate4,scene11
174,inanimate1,scene5,scene6
175,scene9,scene1,scene8
176,inanimate0,scene10,scene10
177,scene2,isanimate9,scene2
178,inanimate4,scene17,scene12
179,scene3,isanimate1,isanimate7
180,isanimate9,isanimate2,scene4
181,inanimate2,scene14,scene5
182,scene8,scene19,isanimate0
183,scene15,scene16,isanimate5
184,isanimate5,isanimate6,inanimate8
185,isanimate0,scene13,scene14
186,inanimate5,isanimate3,isanimate2
187,scene19,scene15,scene17
188,isanimate4,scene11,isanimate9
189,scene16,isanimate5,inanimate6
190,scene6,inanimate6,scene0
191,scene12,inanimate1,inanimate0
192,inanimate7,inanimate8,inanimate5
193,inanimate6,scene3,inanimate4
194,scene10,inanimate9,scene19
195,scene14,scene9,isanimate8
196,inanimate3,isanimate0,scene9
197,scene4,inanimate2,scene13
198,scene17,inanimate4,inanimate1
199,isanimate2,isanimate8,isanimate1
200,isanimate7,scene10,scene19
201,scene11,isanimate8,isanimate4
202,scene8,inanimate4,scene0
203,scene13,scene9,isanimate8
204,isanimate9,isanimate5,scene17
205,scene6,scene15,inanimate3
206,isanimate3,inanimate3,scene10
207,scene14,inanimate0,scene3
208,isanimate2,scene5,inanimate4
209,scene18,scene4,inanimate6
210,scene3,scene14,scene13
211,inanimate4,scene16,scene11
212,inanimate9,isanimate6,isanimate9
213,isanimate5,inanimate1,inanimate5
214,scene5,inanimate7,scene9
215,scene15,scene11,scene2
216,scene19,scene18,scene15
217,scene1,scene7,scene4
218,isanimate8,isanimate0,inanimate0
219,inanimate2,isanimate7,isanimate0
220,inanimate7,isanimate4,isanimate5
221,scene16,isanimate1,isanimate3
222,inanimate6,scene0,inanimate7
223,isanimate1,isanimate9,scene6
224,scene9,scene6,isanimate6
225,scene2,isanimate3,inanimate8
226,inanimate8,inanimate9,scene18
227,scene12,scene8,inanimate1
228,inanimate3,inanimate2,scene1
229,isanimate4,scene13,scene14
230,inanimate1,scene3,scene7
231,inanimate0,inanimate8,scene5
232,inanimate5,inanimate5,scene16
233,scene10,isanimate2,inanimate9
234,scene4,scene1,isanimate1
235,isanimate6,inanimate6,isanimate7
236,scene7,scene12,inanimate2
237,scene0,scene17,isanimate2
238,isanimate0,scene2,scene12
239,scene17,scene19,scene8
