,miniblock,er,sus
219,scene12,isanimate6,isanimate0
220,isanimate9,isanimate2,scene5
221,isanimate0,isanimate3,scene16
222,inanimate2,inanimate2,scene13
223,isanimate8,scene14,scene8
224,scene10,isanimate1,isanimate4
225,inanimate9,scene6,isanimate7
226,inanimate7,isanimate5,scene2
227,scene15,isanimate7,isanimate9
228,isanimate1,scene11,isanimate5
229,inanimate6,scene18,scene18
230,isanimate4,isanimate4,scene0
231,isanimate5,inanimate4,inanimate5
232,scene16,scene13,scene3
233,isanimate6,inanimate6,scene7
234,scene0,scene19,scene15
235,isanimate7,isanimate8,scene12
236,isanimate2,scene7,scene19
237,inanimate4,inanimate1,scene1
238,scene11,inanimate8,inanimate4
239,scene18,scene8,inanimate1
