,miniblock,er,sus
119,scene10,inanimate0,scene0
120,scene7,scene5,inanimate1
121,scene5,scene6,inanimate8
122,scene18,scene2,scene16
123,inanimate0,isanimate3,isanimate4
124,isanimate7,inanimate7,scene9
125,isanimate8,scene7,inanimate6
126,isanimate4,inanimate8,inanimate9
127,isanimate6,scene16,isanimate5
128,inanimate9,scene8,inanimate4
129,scene6,scene11,inanimate3
130,inanimate8,isanimate7,isanimate6
131,scene11,inanimate2,scene10
132,scene10,scene14,scene4
133,isanimate3,isanimate6,isanimate0
134,scene0,isanimate8,scene5
135,isanimate5,inanimate6,inanimate5
136,inanimate1,scene17,inanimate2
137,scene9,inanimate0,scene15
138,isanimate1,scene12,scene7
139,isanimate2,inanimate9,scene13
140,inanimate5,isanimate5,scene3
141,scene13,scene3,scene14
142,scene2,inanimate4,isanimate8
143,isanimate0,isanimate0,inanimate7
144,scene3,inanimate3,scene12
145,inanimate3,scene15,isanimate1
146,inanimate4,isanimate4,inanimate0
147,scene4,scene19,scene18
148,scene16,scene10,isanimate7
149,scene12,isanimate1,scene19
150,scene1,isanimate2,scene2
151,inanimate2,inanimate5,isanimate9
152,isanimate9,scene9,scene17
153,scene19,scene1,scene8
154,scene15,scene4,isanimate3
155,inanimate6,inanimate1,scene0
156,inanimate7,scene13,scene11
157,scene17,scene18,isanimate2
158,scene8,scene0,scene6
159,scene14,isanimate9,scene1
160,scene4,isanimate6,scene4
161,inanimate5,scene13,scene15
162,scene5,inanimate7,scene1
163,isanimate3,isanimate8,isanimate8
164,scene3,scene16,scene17
165,scene19,isanimate0,scene12
166,isanimate1,scene3,inanimate7
167,isanimate0,scene18,scene2
168,inanimate8,scene1,isanimate5
169,inanimate6,inanimate0,inanimate6
170,scene8,scene12,scene5
171,scene16,scene17,inanimate4
172,inanimate2,inanimate9,scene6
173,scene0,isanimate5,scene18
174,isanimate2,isanimate7,scene13
175,isanimate8,inanimate6,scene0
176,isanimate5,scene8,isanimate6
177,scene11,scene14,scene14
178,scene1,isanimate2,scene19
179,isanimate9,scene0,isanimate0
180,scene10,scene10,scene3
181,scene13,isanimate9,scene9
182,inanimate1,isanimate1,inanimate3
183,scene14,inanimate3,inanimate9
184,scene9,scene4,isanimate7
185,isanimate4,scene6,scene8
186,scene2,scene7,scene10
187,scene15,inanimate1,scene11
188,scene6,isanimate4,scene7
189,inanimate4,scene15,inanimate1
190,inanimate7,scene5,isanimate4
191,scene12,isanimate3,scene16
192,inanimate0,scene9,inanimate0
193,isanimate7,inanimate5,isanimate3
194,inanimate9,inanimate4,inanimate8
195,inanimate3,inanimate8,isanimate9
196,isanimate6,inanimate2,isanimate2
197,scene7,scene2,inanimate2
198,scene18,scene19,inanimate5
199,scene17,scene11,isanimate1
200,isanimate3,inanimate7,inanimate7
201,inanimate4,isanimate5,isanimate7
202,scene9,isanimate3,isanimate1
203,scene13,inanimate6,isanimate8
204,scene18,inanimate5,scene7
205,isanimate6,scene4,isanimate2
206,scene11,inanimate4,scene3
207,inanimate7,isanimate6,scene8
208,scene19,inanimate3,scene10
209,isanimate2,inanimate1,scene9
210,isanimate0,scene19,isanimate9
211,isanimate5,isanimate8,scene12
212,scene6,scene6,inanimate1
213,inanimate9,scene1,scene1
214,inanimate6,scene17,scene6
215,inanimate3,scene13,inanimate9
216,scene17,inanimate8,inanimate5
217,scene14,inanimate0,scene4
218,scene5,isanimate9,isanimate4
219,isanimate8,inanimate2,scene16
220,scene2,isanimate1,scene2
221,scene16,scene12,isanimate5
222,inanimate5,scene11,scene15
223,scene3,scene3,inanimate0
224,isanimate9,scene18,scene19
225,inanimate0,scene2,isanimate0
226,scene12,scene15,inanimate4
227,scene4,isanimate7,inanimate2
228,inanimate8,scene8,scene11
229,inanimate1,scene7,inanimate3
230,scene15,scene10,inanimate6
231,isanimate7,scene0,scene0
232,isanimate4,inanimate9,scene17
233,isanimate1,scene5,isanimate3
234,scene0,isanimate0,inanimate8
235,scene8,isanimate2,scene14
236,scene1,scene9,scene13
237,scene10,scene14,isanimate6
238,scene7,isanimate4,scene5
239,inanimate2,scene16,scene18
