,miniblock,er,sus
101,inanimate2,isanimate8,scene16
102,scene1,inanimate2,scene13
103,isanimate5,inanimate5,scene4
104,inanimate8,isanimate4,scene19
105,isanimate1,inanimate7,isanimate1
106,scene6,inanimate3,scene15
107,inanimate1,scene1,inanimate3
108,scene12,isanimate6,scene7
109,scene9,scene5,inanimate4
110,isanimate7,inanimate9,scene18
111,scene7,inanimate6,inanimate9
112,scene4,scene14,isanimate5
113,scene5,scene8,scene10
114,inanimate0,isanimate0,scene1
115,isanimate2,scene9,scene2
116,scene11,scene4,isanimate0
117,scene14,inanimate4,isanimate9
118,inanimate7,scene3,scene8
119,isanimate3,scene7,isanimate3
120,inanimate3,isanimate8,scene0
121,scene3,inanimate9,inanimate4
122,isanimate2,scene15,inanimate6
123,scene14,isanimate0,inanimate8
124,scene0,isanimate9,isanimate0
125,scene16,isanimate1,inanimate7
126,scene12,inanimate8,scene7
127,scene11,inanimate4,scene2
128,isanimate1,scene4,isanimate3
129,scene13,scene5,scene15
130,scene1,scene2,inanimate0
131,inanimate7,scene12,scene19
132,scene8,scene6,scene4
133,scene4,isanimate4,scene11
134,scene10,inanimate0,isanimate4
135,isanimate9,isanimate3,isanimate9
136,inanimate0,scene19,scene13
137,scene7,scene13,inanimate1
138,inanimate5,isanimate2,isanimate5
139,scene18,scene7,scene17
140,inanimate1,isanimate6,inanimate9
141,isanimate5,scene1,scene1
142,isanimate4,isanimate7,scene5
143,scene5,scene3,scene10
144,isanimate6,inanimate5,isanimate1
145,isanimate3,scene18,scene9
146,scene2,scene14,scene3
147,isanimate0,inanimate2,isanimate8
148,scene15,scene16,scene6
149,isanimate8,scene17,inanimate3
150,inanimate9,scene10,scene18
151,inanimate6,inanimate1,isanimate6
152,inanimate8,scene0,inanimate5
153,inanimate2,scene11,isanimate2
154,scene19,inanimate6,inanimate2
155,scene6,scene8,scene8
156,scene17,isanimate5,isanimate7
157,scene9,scene9,scene16
158,inanimate4,inanimate3,scene14
159,isanimate7,inanimate7,scene12
160,scene11,scene14,isanimate2
161,scene14,scene15,scene9
162,inanimate5,scene0,scene3
163,inanimate6,scene12,isanimate5
164,inanimate8,inanimate9,inanimate7
165,scene6,scene17,inanimate5
166,scene10,inanimate2,scene11
167,inanimate1,inanimate0,scene19
168,isanimate6,isanimate4,inanimate9
169,scene3,isanimate0,inanimate3
170,scene18,isanimate7,scene18
171,isanimate2,scene19,scene16
172,isanimate4,scene9,scene4
173,scene8,scene7,scene2
174,scene4,scene4,isanimate4
175,scene13,inanimate3,scene13
176,scene17,scene11,scene10
177,isanimate1,inanimate4,scene12
178,isanimate9,scene5,isanimate3
179,scene12,isanimate8,isanimate8
180,scene9,scene10,inanimate2
181,isanimate0,isanimate6,isanimate6
182,inanimate3,scene13,scene7
183,isanimate7,inanimate7,inanimate6
184,inanimate0,scene3,scene17
185,scene2,inanimate1,isanimate9
186,isanimate5,scene2,scene0
187,scene1,scene8,inanimate0
188,inanimate4,inanimate6,inanimate4
189,inanimate7,inanimate8,scene14
190,inanimate2,isanimate1,scene6
191,isanimate8,inanimate5,isanimate1
192,scene5,isanimate5,inanimate8
193,inanimate9,scene16,isanimate0
194,isanimate3,scene1,scene15
195,scene0,isanimate2,scene5
196,scene7,scene6,isanimate7
197,scene19,isanimate9,scene8
198,scene16,scene18,scene1
199,scene15,isanimate3,inanimate1
200,scene13,scene3,scene6
201,inanimate7,isanimate4,scene7
202,scene17,inanimate7,inanimate2
203,scene3,inanimate3,isanimate5
204,scene4,isanimate0,scene17
205,inanimate8,isanimate6,scene4
206,scene5,scene8,scene2
207,inanimate5,scene10,scene18
208,scene8,inanimate8,scene5
209,scene0,inanimate6,isanimate0
210,isanimate6,scene5,scene13
211,scene11,scene0,scene11
212,scene2,scene16,isanimate7
213,isanimate3,scene1,scene15
214,isanimate2,isanimate8,isanimate8
215,scene10,inanimate0,isanimate2
216,inanimate3,inanimate1,inanimate4
217,scene7,scene17,scene9
218,scene9,scene4,inanimate0
219,scene18,scene13,scene12
220,isanimate8,scene19,isanimate9
221,inanimate0,scene7,isanimate1
222,scene6,isanimate7,inanimate8
223,isanimate9,scene9,scene1
224,scene16,isanimate9,isanimate4
225,scene15,scene2,scene3
226,isanimate1,isanimate3,inanimate5
227,scene19,scene14,scene19
228,scene1,inanimate5,inanimate1
229,isanimate0,inanimate2,inanimate9
230,inanimate9,isanimate2,scene14
231,inanimate6,scene15,scene8
232,inanimate2,isanimate1,inanimate6
233,inanimate4,inanimate4,isanimate6
234,isanimate7,scene11,inanimate3
235,isanimate5,scene12,scene0
236,scene14,isanimate5,scene16
237,inanimate1,inanimate9,isanimate3
238,isanimate4,scene18,scene10
239,scene12,scene6,inanimate7
