,miniblock,er,sus
85,inanimate3,isanimate9,scene10
86,inanimate6,inanimate2,scene9
87,isanimate1,inanimate7,inanimate0
88,isanimate3,scene1,isanimate0
89,scene14,inanimate9,scene4
90,inanimate9,scene8,inanimate4
91,scene19,scene11,scene17
92,isanimate2,isanimate7,scene14
93,isanimate9,isanimate6,isanimate6
94,scene16,inanimate4,scene5
95,isanimate5,scene6,inanimate2
96,scene5,scene16,isanimate5
97,scene8,scene9,isanimate3
98,scene15,scene19,scene19
99,scene6,scene14,scene2
100,scene18,scene17,isanimate9
101,scene4,isanimate3,inanimate9
102,inanimate0,isanimate8,scene13
103,scene2,inanimate6,scene1
104,isanimate6,inanimate3,scene11
105,isanimate0,scene2,scene0
106,scene9,inanimate1,isanimate4
107,scene0,scene4,scene3
108,scene7,inanimate0,isanimate2
109,scene1,isanimate5,isanimate1
110,inanimate1,inanimate5,inanimate6
111,scene3,scene10,scene16
112,inanimate7,scene5,inanimate8
113,inanimate8,inanimate8,scene15
114,inanimate4,isanimate4,scene7
115,isanimate8,scene3,scene12
116,isanimate4,scene12,scene18
117,scene17,isanimate1,scene8
118,inanimate2,scene18,scene6
119,isanimate7,scene15,inanimate3
120,scene16,inanimate7,scene7
121,scene19,isanimate5,isanimate3
122,scene14,scene4,scene5
123,inanimate9,scene0,scene12
124,inanimate2,isanimate2,inanimate7
125,scene15,isanimate7,inanimate2
126,inanimate1,scene9,scene0
127,scene8,inanimate6,scene19
128,scene9,scene12,scene3
129,isanimate6,isanimate6,inanimate3
130,scene7,scene15,inanimate4
131,scene4,inanimate4,scene2
132,scene6,scene16,scene18
133,inanimate4,inanimate3,inanimate9
134,isanimate0,scene6,isanimate9
135,inanimate7,scene3,scene4
136,scene17,scene13,scene1
137,isanimate3,scene11,isanimate5
138,inanimate0,isanimate1,scene14
139,scene5,scene1,scene6
140,scene10,scene7,scene11
141,inanimate8,scene5,isanimate6
142,inanimate3,scene2,scene8
143,inanimate6,scene19,isanimate1
144,isanimate8,inanimate8,isanimate7
145,scene0,scene18,scene9
146,isanimate4,isanimate3,inanimate1
147,scene11,scene10,inanimate8
148,isanimate7,isanimate8,scene15
149,isanimate9,scene14,scene10
150,isanimate2,inanimate1,scene13
151,scene3,isanimate9,inanimate6
152,isanimate1,inanimate0,isanimate0
153,scene13,inanimate2,scene17
154,scene2,scene8,scene16
155,inanimate5,inanimate5,isanimate4
156,scene12,isanimate0,inanimate0
157,scene18,scene17,isanimate2
158,isanimate5,inanimate9,inanimate5
159,scene1,isanimate4,isanimate8
160,scene17,scene12,isanimate5
161,isanimate2,inanimate7,scene5
162,scene12,isanimate3,scene11
163,inanimate5,inanimate3,inanimate6
164,inanimate8,inanimate8,scene6
165,scene9,isanimate7,isanimate6
166,scene19,scene19,isanimate8
167,isanimate6,scene10,isanimate0
168,scene2,inanimate2,isanimate9
169,inanimate9,scene3,isanimate4
170,scene15,scene6,scene13
171,scene4,scene11,scene17
172,isanimate5,isanimate4,isanimate1
173,isanimate1,scene14,scene3
174,scene18,scene16,isanimate3
175,inanimate2,scene4,inanimate2
176,scene13,scene1,inanimate7
177,isanimate9,inanimate1,scene9
178,scene8,scene8,inanimate5
179,isanimate3,scene9,scene2
180,scene10,isanimate6,scene16
181,isanimate4,inanimate9,scene4
182,inanimate3,scene5,scene14
183,inanimate1,scene18,isanimate2
184,scene7,scene15,inanimate9
185,scene0,isanimate2,inanimate0
186,isanimate8,isanimate8,scene7
187,scene16,scene7,scene1
188,isanimate7,scene17,inanimate3
189,inanimate4,inanimate4,scene15
190,scene11,scene0,scene8
191,scene5,scene13,scene0
192,scene1,isanimate0,inanimate8
193,isanimate0,isanimate1,isanimate7
194,inanimate0,isanimate5,inanimate1
195,inanimate6,isanimate9,scene12
196,scene3,inanimate0,inanimate4
197,inanimate7,inanimate5,scene19
198,scene14,scene2,scene10
199,scene6,inanimate6,scene18
200,isanimate6,inanimate0,inanimate5
201,isanimate7,scene2,isanimate0
202,isanimate0,isanimate3,scene3
203,scene10,scene4,isanimate2
204,scene16,scene19,inanimate8
205,inanimate1,scene15,scene1
206,scene3,isanimate0,scene16
207,scene11,scene18,isanimate5
208,scene14,scene8,isanimate6
209,isanimate9,scene3,inanimate4
210,scene0,scene5,scene10
211,inanimate9,scene12,scene5
212,scene1,scene13,scene9
213,scene12,scene9,scene18
214,inanimate6,scene0,scene8
215,scene19,scene14,scene0
216,isanimate1,isanimate2,inanimate7
217,inanimate8,inanimate7,inanimate0
218,inanimate3,isanimate7,scene19
219,scene7,isanimate1,isanimate3
220,isanimate5,isanimate9,isanimate9
221,inanimate4,inanimate2,isanimate8
222,isanimate8,inanimate1,scene7
223,inanimate5,inanimate9,isanimate4
224,scene5,inanimate5,inanimate2
225,scene17,scene7,scene2
226,scene4,isanimate4,scene15
227,inanimate7,scene10,scene14
228,scene13,inanimate8,scene12
229,isanimate3,inanimate4,scene4
230,isanimate4,scene6,isanimate1
231,inanimate2,inanimate3,inanimate6
232,scene18,scene1,inanimate1
233,scene8,isanimate5,scene17
234,scene6,inanimate6,scene13
235,inanimate0,scene17,scene11
236,scene15,scene11,inanimate9
237,scene2,isanimate8,isanimate7
238,scene9,isanimate6,inanimate3
239,isanimate2,scene16,scene6
