,miniblock,er,sus
84,inanimate9,scene10,isanimate0
85,inanimate1,inanimate4,scene10
86,isanimate1,isanimate2,isanimate1
87,scene11,scene11,scene12
88,isanimate7,scene0,inanimate6
89,scene2,isanimate0,scene0
90,inanimate5,scene19,scene18
91,isanimate3,isanimate1,scene4
92,scene6,inanimate7,scene2
93,scene0,scene18,inanimate2
94,isanimate5,isanimate8,isanimate4
95,scene16,inanimate0,isanimate5
96,scene8,scene8,scene15
97,scene7,scene1,isanimate3
98,scene18,scene2,inanimate9
99,isanimate4,scene9,scene3
100,scene17,scene4,scene13
101,scene13,scene5,isanimate2
102,scene15,scene13,scene6
103,inanimate7,inanimate3,scene9
104,isanimate2,scene12,inanimate3
105,inanimate6,inanimate6,scene17
106,scene12,inanimate9,scene16
107,scene14,scene7,scene7
108,isanimate8,isanimate7,inanimate0
109,scene3,scene16,inanimate4
110,inanimate2,scene14,isanimate6
111,scene19,isanimate4,scene14
112,inanimate3,inanimate5,inanimate8
113,scene4,isanimate9,scene8
114,inanimate4,inanimate2,scene1
115,scene5,isanimate6,inanimate5
116,isanimate6,scene6,scene5
117,inanimate8,scene17,isanimate8
118,inanimate0,inanimate1,inanimate1
119,isanimate9,inanimate8,scene11
120,scene16,scene9,scene8
121,isanimate4,inanimate2,scene17
122,inanimate4,inanimate8,inanimate5
123,inanimate2,isanimate4,inanimate8
124,scene1,scene7,isanimate7
125,inanimate5,scene4,scene16
126,isanimate1,scene1,inanimate7
127,inanimate9,isanimate6,scene12
128,scene8,isanimate1,scene6
129,isanimate9,scene16,inanimate1
130,scene6,scene13,inanimate9
131,inanimate8,isanimate3,scene2
132,scene17,inanimate6,inanimate4
133,scene3,scene5,isanimate5
134,scene19,scene2,scene9
135,scene18,scene6,scene13
136,isanimate6,scene12,inanimate0
137,inanimate3,inanimate0,isanimate8
138,scene10,inanimate7,scene19
139,scene5,scene19,scene18
140,isanimate8,inanimate9,scene14
141,scene12,scene3,isanimate3
142,isanimate7,inanimate5,scene1
143,scene14,isanimate8,scene0
144,inanimate1,isanimate2,scene4
145,scene4,scene10,inanimate3
146,isanimate5,scene15,isanimate2
147,isanimate3,scene18,isanimate0
148,scene2,inanimate1,inanimate2
149,scene0,isanimate0,isanimate6
150,inanimate6,isanimate7,scene11
151,inanimate0,scene14,scene7
152,scene11,inanimate3,scene15
153,scene7,scene0,scene10
154,isanimate0,isanimate5,isanimate1
155,scene9,scene8,inanimate6
156,scene13,inanimate4,scene5
157,isanimate2,scene11,isanimate4
158,scene15,scene17,isanimate9
159,inanimate7,isanimate9,scene3
160,scene8,inanimate6,scene10
161,inanimate9,scene10,scene3
162,scene19,isanimate1,scene17
163,scene3,inanimate0,inanimate9
164,inanimate0,isanimate7,scene13
165,scene13,scene17,scene9
166,scene17,inanimate8,scene6
167,scene0,inanimate5,scene7
168,scene10,scene15,isanimate7
169,scene1,inanimate3,inanimate0
170,inanimate7,scene16,inanimate3
171,scene4,scene7,inanimate4
172,isanimate9,scene9,scene15
173,inanimate8,isanimate4,scene16
174,scene12,scene2,isanimate1
175,scene5,scene4,scene1
176,isanimate7,inanimate7,inanimate6
177,isanimate5,inanimate2,isanimate8
178,scene2,scene13,scene18
179,inanimate2,inanimate4,isanimate2
180,isanimate2,isanimate6,inanimate8
181,inanimate1,inanimate1,inanimate5
182,isanimate6,isanimate2,scene5
183,scene6,scene0,isanimate5
184,scene15,scene1,scene11
185,scene14,scene11,inanimate2
186,isanimate4,inanimate9,isanimate0
187,scene11,isanimate5,isanimate6
188,isanimate3,scene3,isanimate3
189,inanimate5,isanimate0,isanimate4
190,inanimate6,scene5,isanimate9
191,isanimate1,scene14,inanimate1
192,inanimate4,scene8,inanimate7
193,isanimate0,scene18,scene12
194,inanimate3,isanimate8,scene14
195,isanimate8,isanimate9,scene2
196,scene18,scene19,scene0
197,scene16,isanimate3,scene8
198,scene9,scene12,scene19
199,scene7,scene6,scene4
200,scene18,scene8,scene2
201,isanimate1,isanimate8,isanimate7
202,inanimate8,scene0,isanimate2
203,scene0,isanimate7,scene15
204,isanimate7,scene7,scene1
205,scene3,scene13,scene13
206,scene19,isanimate9,scene12
207,isanimate5,inanimate6,scene7
208,scene14,scene4,inanimate9
209,scene11,scene12,scene11
210,inanimate7,scene3,inanimate1
211,scene5,isanimate2,isanimate0
212,scene12,inanimate3,isanimate6
213,inanimate6,scene6,scene19
214,isanimate2,inanimate0,scene14
215,scene4,inanimate8,scene10
216,scene1,inanimate5,isanimate9
217,scene8,inanimate4,inanimate6
218,inanimate9,scene5,isanimate3
219,isanimate9,isanimate1,scene5
220,inanimate0,scene10,inanimate2
221,scene6,scene2,isanimate1
222,isanimate6,scene1,scene3
223,scene13,scene18,inanimate0
224,scene7,scene17,inanimate4
225,inanimate3,isanimate5,inanimate7
226,inanimate1,isanimate3,scene6
227,isanimate0,inanimate9,isanimate8
228,isanimate8,scene9,scene4
229,isanimate3,scene14,scene16
230,scene9,isanimate6,scene18
231,isanimate4,isanimate0,scene0
232,inanimate5,inanimate7,isanimate5
233,scene17,isanimate4,isanimate4
234,scene15,scene16,inanimate3
235,inanimate2,scene11,scene9
236,scene10,scene19,scene17
237,scene16,inanimate1,inanimate5
238,scene2,scene15,inanimate8
239,inanimate4,inanimate2,scene8
