,miniblock,er,sus
75,isanimate3,inanimate0,inanimate8
76,scene11,scene3,scene0
77,isanimate8,isanimate1,isanimate5
78,inanimate6,inanimate6,scene1
79,scene9,inanimate1,scene18
80,scene11,scene14,isanimate0
81,inanimate3,inanimate0,inanimate4
82,scene14,inanimate3,scene11
83,isanimate3,scene3,scene16
84,inanimate6,inanimate8,inanimate2
85,isanimate9,inanimate6,isanimate7
86,isanimate4,scene13,isanimate9
87,scene7,scene8,scene19
88,scene16,isanimate0,scene15
89,isanimate1,inanimate4,scene9
90,isanimate2,isanimate7,isanimate5
91,inanimate8,isanimate3,isanimate6
92,inanimate7,inanimate7,inanimate8
93,scene12,inanimate1,scene7
94,inanimate1,scene0,inanimate7
95,isanimate7,isanimate1,isanimate3
96,scene15,scene6,scene1
97,inanimate5,inanimate2,inanimate0
98,scene13,scene9,scene2
99,inanimate2,isanimate5,scene0
100,scene1,scene18,scene13
101,scene2,scene16,scene4
102,isanimate5,isanimate4,inanimate3
103,isanimate8,inanimate9,inanimate9
104,scene19,scene15,scene5
105,isanimate6,isanimate9,isanimate2
106,inanimate0,scene17,scene17
107,inanimate4,scene19,isanimate4
108,scene17,scene4,scene6
109,scene4,isanimate2,scene18
110,scene5,isanimate8,inanimate1
111,inanimate9,isanimate6,scene12
112,scene0,scene2,inanimate6
113,isanimate0,scene5,scene8
114,scene18,scene10,isanimate8
115,scene6,scene1,scene3
116,scene9,scene7,isanimate1
117,scene10,inanimate5,scene14
118,scene3,scene11,scene10
119,scene8,scene12,inanimate5
120,scene12,inanimate7,scene2
121,scene3,inanimate3,scene11
122,isanimate8,isanimate5,scene17
123,scene0,scene9,inanimate9
124,inanimate1,scene1,scene7
125,inanimate4,isanimate7,inanimate7
126,scene1,inanimate9,scene4
127,inanimate5,scene17,inanimate0
128,inanimate9,isanimate8,inanimate4
129,scene4,scene3,inanimate1
130,scene16,scene2,isanimate7
131,scene14,scene16,isanimate8
132,inanimate6,scene15,inanimate8
133,isanimate3,scene10,isanimate2
134,inanimate7,inanimate5,scene10
135,inanimate8,isanimate6,scene18
136,isanimate1,isanimate0,inanimate2
137,scene18,scene6,isanimate5
138,scene8,isanimate3,scene14
139,scene13,scene8,scene5
140,scene6,inanimate4,scene8
141,scene10,scene19,inanimate6
142,isanimate0,scene13,scene12
143,isanimate7,scene0,isanimate1
144,isanimate5,scene5,isanimate3
145,scene19,scene12,inanimate3
146,isanimate2,inanimate6,isanimate6
147,scene9,inanimate8,scene13
148,isanimate4,scene14,isanimate4
149,inanimate3,scene4,scene0
150,isanimate6,inanimate2,inanimate5
151,scene11,scene7,scene3
152,isanimate9,scene11,scene6
153,scene7,isanimate1,isanimate9
154,inanimate2,inanimate0,scene16
155,scene2,inanimate1,isanimate0
156,scene15,isanimate9,scene9
157,scene5,isanimate2,scene19
158,inanimate0,scene18,scene1
159,scene17,isanimate4,scene15
160,isanimate7,inanimate2,isanimate8
161,scene12,scene14,scene0
162,isanimate9,scene9,isanimate1
163,scene16,scene13,scene11
164,scene7,inanimate5,inanimate6
165,isanimate1,isanimate0,scene8
166,scene2,scene4,isanimate3
167,scene11,scene8,scene13
168,inanimate2,isanimate2,scene12
169,scene1,inanimate0,scene6
170,inanimate8,scene1,inanimate1
171,scene18,inanimate3,inanimate9
172,scene17,scene3,scene3
173,isanimate2,inanimate4,scene1
174,scene14,scene0,scene19
175,scene10,inanimate1,inanimate4
176,scene0,scene10,scene4
177,scene15,scene2,scene18
178,inanimate9,scene11,scene14
179,scene5,isanimate7,inanimate2
180,inanimate1,scene7,scene17
181,scene8,inanimate8,inanimate7
182,isanimate5,isanimate6,isanimate0
183,scene13,inanimate6,isanimate7
184,inanimate6,scene17,scene5
185,inanimate3,isanimate1,inanimate8
186,inanimate0,inanimate9,scene9
187,scene19,isanimate8,scene2
188,scene6,isanimate9,scene10
189,isanimate0,scene19,inanimate5
190,isanimate6,inanimate7,scene15
191,isanimate4,scene12,isanimate2
192,scene4,scene18,scene7
193,inanimate5,isanimate5,isanimate9
194,isanimate3,scene5,isanimate4
195,scene3,scene15,isanimate6
196,inanimate4,isanimate3,inanimate3
197,inanimate7,isanimate4,isanimate5
198,scene9,scene16,inanimate0
199,isanimate8,scene6,scene16
200,scene2,scene4,scene17
201,isanimate4,inanimate8,isanimate7
202,inanimate5,inanimate6,isanimate0
203,inanimate1,inanimate2,isanimate1
204,scene5,scene13,scene4
205,isanimate8,inanimate7,inanimate4
206,inanimate8,isanimate9,scene15
207,scene6,inanimate9,isanimate8
208,scene12,scene10,inanimate9
209,scene4,scene8,inanimate2
210,scene17,scene16,inanimate8
211,scene7,scene9,scene5
212,scene18,inanimate3,inanimate0
213,scene8,scene7,scene6
214,inanimate6,isanimate0,inanimate3
215,inanimate7,isanimate3,scene2
216,isanimate6,scene5,scene10
217,isanimate0,scene14,scene7
218,inanimate4,scene18,inanimate5
219,scene3,inanimate5,scene18
220,scene16,isanimate4,scene9
221,scene15,isanimate2,isanimate3
222,isanimate2,isanimate6,scene0
223,scene11,scene2,inanimate1
224,scene0,scene3,isanimate4
225,isanimate9,inanimate1,scene8
226,inanimate2,scene1,scene13
227,scene9,scene17,scene1
228,isanimate7,scene15,scene3
229,inanimate9,scene19,scene11
230,scene10,isanimate1,inanimate6
231,scene13,isanimate8,isanimate2
232,inanimate0,scene12,isanimate5
233,inanimate3,inanimate0,isanimate9
234,isanimate3,isanimate5,scene12
235,scene14,isanimate7,isanimate6
236,scene1,inanimate4,scene16
237,isanimate1,scene0,inanimate7
238,isanimate5,scene6,scene19
239,scene19,scene11,scene14
