,miniblock,er,sus
139,isanimate5,scene17,inanimate2
140,isanimate7,isanimate5,scene2
141,isanimate9,inanimate8,scene1
142,inanimate7,isanimate7,inanimate8
143,inanimate3,scene13,inanimate7
144,scene3,scene3,inanimate4
145,scene2,scene10,inanimate5
146,scene18,inanimate9,isanimate1
147,scene8,scene19,scene10
148,inanimate9,inanimate4,scene14
149,inanimate1,scene11,isanimate5
150,inanimate6,isanimate3,isanimate9
151,scene19,scene7,scene3
152,inanimate5,isanimate9,inanimate0
153,isanimate3,inanimate0,isanimate2
154,scene0,inanimate7,isanimate6
155,scene12,isanimate4,scene11
156,scene17,scene12,inanimate9
157,scene16,scene0,inanimate1
158,inanimate2,scene16,inanimate6
159,scene5,inanimate2,scene4
160,scene9,scene18,inanimate5
161,isanimate3,isanimate3,scene9
162,inanimate9,scene3,scene15
163,scene10,inanimate0,inanimate2
164,scene19,scene8,scene6
165,scene1,isanimate8,scene7
166,scene6,scene11,scene3
167,isanimate7,isanimate0,scene0
168,scene3,scene15,scene19
169,isanimate9,inanimate4,scene18
170,scene15,scene2,isanimate0
171,scene12,isanimate1,scene14
172,inanimate4,inanimate5,isanimate1
173,scene17,scene9,scene4
174,inanimate8,scene10,scene1
175,scene5,isanimate6,scene17
176,isanimate2,scene4,isanimate3
177,isanimate4,inanimate2,isanimate2
178,inanimate6,inanimate8,scene10
179,inanimate5,isanimate7,isanimate9
180,inanimate2,scene7,scene2
181,inanimate3,scene13,inanimate0
182,scene0,scene1,scene12
183,isanimate5,inanimate1,scene13
184,scene16,scene12,isanimate8
185,inanimate1,inanimate6,isanimate6
186,scene11,scene17,scene11
187,scene18,scene16,scene16
188,scene7,isanimate4,scene8
189,scene13,isanimate2,inanimate8
190,inanimate0,scene6,inanimate3
191,scene8,inanimate7,inanimate6
192,isanimate0,isanimate9,isanimate4
193,scene14,inanimate3,inanimate7
194,scene2,isanimate5,inanimate4
195,isanimate8,scene0,scene5
196,scene4,scene19,inanimate1
197,inanimate7,scene14,isanimate7
198,isanimate1,inanimate9,inanimate9
199,isanimate6,scene5,isanimate5
200,isanimate7,inanimate2,isanimate7
201,scene0,isanimate7,scene10
202,scene19,isanimate3,inanimate5
203,scene8,inanimate6,scene14
204,inanimate5,isanimate8,inanimate4
205,isanimate9,inanimate0,inanimate1
206,isanimate1,scene10,scene3
207,scene16,inanimate5,isanimate1
208,scene10,scene17,scene11
209,inanimate4,scene12,scene4
210,inanimate2,inanimate1,scene13
211,isanimate6,scene5,scene12
212,scene2,inanimate7,scene16
213,isanimate3,scene16,inanimate7
214,scene7,scene11,inanimate2
215,scene11,isanimate5,inanimate3
216,scene18,scene7,scene7
217,isanimate5,inanimate9,isanimate9
218,scene3,scene0,scene5
219,inanimate8,scene9,isanimate0
220,scene6,isanimate2,scene17
221,scene13,scene2,scene18
222,inanimate7,scene14,inanimate8
223,isanimate4,scene1,isanimate8
224,scene12,isanimate0,isanimate3
225,scene1,isanimate6,scene6
226,scene5,inanimate4,scene2
227,inanimate9,inanimate8,scene8
228,scene14,scene19,isanimate2
229,isanimate2,isanimate4,scene0
230,inanimate1,inanimate3,scene19
231,isanimate8,isanimate1,inanimate9
232,inanimate0,scene18,isanimate4
233,scene17,scene6,scene15
234,isanimate0,scene3,isanimate5
235,inanimate3,scene8,inanimate0
236,scene4,scene4,isanimate6
237,scene15,isanimate9,scene9
238,scene9,scene15,inanimate6
239,inanimate6,scene13,scene1
