,miniblock,er,sus
67,scene5,isanimate4,scene1
68,scene1,isanimate6,scene3
69,scene19,isanimate1,scene19
70,scene17,scene13,scene8
71,isanimate0,isanimate8,inanimate7
72,isanimate8,inanimate1,scene0
73,inanimate4,isanimate3,scene18
74,scene18,scene16,isanimate8
75,scene13,isanimate9,isanimate5
76,inanimate0,inanimate9,inanimate3
77,inanimate2,scene4,isanimate4
78,isanimate2,scene2,isanimate1
79,inanimate7,scene12,isanimate9
80,isanimate2,scene10,scene2
81,inanimate3,inanimate8,scene1
82,scene3,scene5,inanimate8
83,isanimate0,scene6,scene11
84,isanimate7,inanimate7,scene6
85,inanimate8,scene7,inanimate2
86,scene9,scene8,scene12
87,isanimate6,isanimate2,scene16
88,scene13,scene19,inanimate5
89,isanimate9,scene16,isanimate3
90,scene12,isanimate4,scene19
91,inanimate9,isanimate1,inanimate4
92,isanimate3,isanimate5,isanimate1
93,scene16,inanimate5,isanimate0
94,scene11,isanimate3,inanimate9
95,inanimate6,inanimate9,inanimate7
96,isanimate5,scene11,isanimate7
97,isanimate8,isanimate0,scene8
98,isanimate4,scene17,scene15
99,scene1,inanimate6,inanimate0
100,scene0,scene1,scene18
101,scene2,scene15,isanimate2
102,scene8,isanimate6,inanimate3
103,isanimate1,inanimate3,scene14
104,inanimate5,isanimate8,scene9
105,inanimate1,scene3,scene10
106,inanimate7,isanimate9,inanimate6
107,scene6,inanimate0,isanimate6
108,scene15,scene13,isanimate9
109,scene19,scene0,scene5
110,inanimate2,isanimate7,scene7
111,inanimate0,scene9,inanimate1
112,inanimate4,inanimate1,scene0
113,scene7,scene2,scene17
114,scene10,inanimate2,isanimate4
115,scene4,scene12,scene13
116,scene17,inanimate4,scene3
117,scene5,scene4,isanimate8
118,scene14,scene18,isanimate5
119,scene18,scene14,scene4
120,scene7,isanimate0,isanimate6
121,isanimate5,scene0,scene14
122,isanimate6,inanimate8,scene15
123,scene9,scene12,isanimate1
124,scene5,isanimate3,isanimate8
125,isanimate4,inanimate0,inanimate5
126,isanimate9,scene3,inanimate8
127,scene14,scene8,scene3
128,scene1,isanimate2,scene1
129,inanimate8,scene7,scene9
130,inanimate1,inanimate6,scene17
131,inanimate2,scene2,scene13
132,scene3,inanimate9,inanimate4
133,inanimate4,isanimate4,scene11
134,isanimate2,scene11,scene0
135,inanimate7,inanimate4,inanimate7
136,scene10,isanimate5,inanimate1
137,isanimate8,scene16,isanimate7
138,scene12,scene15,inanimate3
139,isanimate0,scene13,inanimate6
140,scene13,isanimate9,isanimate2
141,inanimate0,scene14,scene7
142,scene15,scene6,scene5
143,scene16,scene5,inanimate2
144,scene2,scene18,scene10
145,isanimate1,scene1,inanimate0
146,scene19,inanimate2,scene4
147,inanimate3,inanimate5,isanimate3
148,scene8,isanimate1,scene19
149,scene18,isanimate7,isanimate9
150,inanimate5,scene10,scene8
151,isanimate7,scene19,scene2
152,scene0,inanimate3,isanimate4
153,inanimate9,inanimate1,isanimate5
154,scene17,scene4,scene6
155,scene4,isanimate8,isanimate0
156,scene11,inanimate7,inanimate9
157,isanimate3,scene17,scene16
158,inanimate6,scene9,scene12
159,scene6,isanimate6,scene18
160,scene16,isanimate1,scene11
161,isanimate4,isanimate5,isanimate0
162,scene13,inanimate5,isanimate7
163,scene0,scene13,inanimate6
164,isanimate3,scene6,scene15
165,scene8,inanimate4,scene8
166,inanimate9,scene3,scene6
167,scene6,isanimate3,scene1
168,scene4,isanimate2,isanimate2
169,scene1,scene17,isanimate9
170,scene5,scene14,scene3
171,isanimate8,scene18,scene0
172,inanimate1,scene16,isanimate8
173,inanimate5,scene4,inanimate9
174,scene3,inanimate0,scene12
175,inanimate4,scene10,isanimate4
176,scene14,scene15,scene7
177,scene10,inanimate8,inanimate7
178,scene2,scene12,scene17
179,inanimate6,isanimate0,scene13
180,scene17,isanimate8,inanimate2
181,inanimate0,scene0,isanimate5
182,inanimate8,isanimate7,isanimate3
183,isanimate2,scene11,isanimate6
184,isanimate5,scene19,inanimate4
185,scene19,inanimate2,scene2
186,isanimate7,inanimate9,inanimate0
187,inanimate7,inanimate3,scene19
188,scene7,scene5,scene16
189,isanimate1,isanimate9,inanimate1
190,scene12,scene8,inanimate5
191,isanimate9,scene9,scene5
192,inanimate2,scene1,scene14
193,scene9,isanimate6,inanimate3
194,inanimate3,isanimate4,inanimate8
195,isanimate0,scene7,scene10
196,isanimate6,inanimate6,scene18
197,scene15,inanimate1,scene4
198,scene11,inanimate7,isanimate1
199,scene18,scene2,scene9
200,isanimate4,isanimate2,isanimate9
201,inanimate2,scene18,scene0
202,isanimate7,isanimate9,isanimate1
203,scene9,scene6,inanimate3
204,isanimate1,inanimate3,inanimate0
205,scene19,scene0,isanimate8
206,inanimate3,inanimate4,isanimate0
207,scene6,scene16,scene6
208,inanimate1,inanimate1,scene12
209,scene8,isanimate7,inanimate5
210,scene3,scene7,isanimate3
211,isanimate9,scene9,isanimate5
212,scene12,scene12,inanimate4
213,isanimate8,isanimate6,scene11
214,inanimate5,scene1,isanimate6
215,scene10,scene11,inanimate9
216,inanimate0,isanimate5,scene5
217,scene11,scene2,isanimate7
218,scene5,inanimate7,scene4
219,scene1,scene17,scene13
220,scene17,isanimate4,scene15
221,isanimate2,inanimate5,scene18
222,scene16,scene8,scene7
223,scene14,scene19,scene3
224,scene4,isanimate8,scene2
225,isanimate6,isanimate3,isanimate2
226,scene18,inanimate0,inanimate6
227,isanimate3,inanimate8,scene8
228,scene13,scene13,scene16
229,scene0,scene10,isanimate4
230,scene7,inanimate9,inanimate8
231,scene15,scene15,inanimate1
232,isanimate0,scene5,scene14
233,scene2,inanimate6,inanimate2
234,inanimate4,isanimate0,inanimate7
235,isanimate5,inanimate2,scene1
236,inanimate8,scene4,scene10
237,inanimate9,isanimate1,scene17
238,inanimate7,scene3,scene9
239,inanimate6,scene14,scene19
