,miniblock,er,sus
135,inanimate3,scene17,isanimate4
136,inanimate4,isanimate7,scene12
137,scene3,scene10,scene0
138,scene5,isanimate6,scene18
139,inanimate7,inanimate2,scene9
140,inanimate2,scene5,scene16
141,isanimate6,inanimate3,isanimate6
142,scene15,scene0,scene4
143,scene12,isanimate4,isanimate1
144,inanimate0,scene7,isanimate9
145,scene14,isanimate3,isanimate8
146,scene17,isanimate8,scene1
147,inanimate6,isanimate2,scene6
148,scene1,isanimate5,isanimate2
149,isanimate7,inanimate9,scene13
150,isanimate3,inanimate1,scene17
151,isanimate8,scene18,scene11
152,scene19,scene4,inanimate2
153,isanimate2,scene12,scene19
154,isanimate0,scene11,isanimate7
155,isanimate1,isanimate1,scene8
156,isanimate9,scene9,scene3
157,scene16,inanimate8,inanimate6
158,inanimate5,scene19,isanimate0
159,scene0,inanimate0,isanimate3
160,scene3,isanimate8,scene13
161,scene16,scene2,scene18
162,isanimate7,isanimate1,inanimate3
163,scene0,inanimate0,isanimate1
164,inanimate6,isanimate9,scene10
165,inanimate3,scene17,scene17
166,scene11,inanimate3,scene9
167,isanimate8,isanimate3,scene8
168,isanimate4,inanimate6,scene16
169,inanimate5,scene12,isanimate3
170,scene18,scene7,scene14
171,scene13,scene3,scene6
172,scene4,scene10,scene15
173,isanimate2,scene14,isanimate8
174,scene15,scene1,scene2
175,isanimate3,scene8,isanimate5
176,scene7,scene6,inanimate7
177,inanimate9,scene19,scene7
178,scene6,inanimate9,isanimate0
179,isanimate9,scene16,isanimate4
180,scene5,scene18,inanimate9
181,scene8,isanimate2,isanimate2
182,isanimate5,inanimate1,scene5
183,scene12,scene15,isanimate9
184,isanimate0,scene9,scene4
185,inanimate7,inanimate5,inanimate6
186,scene9,inanimate8,inanimate2
187,inanimate4,inanimate2,inanimate8
188,inanimate1,scene13,isanimate6
189,scene2,inanimate4,scene12
190,scene19,scene0,isanimate7
191,inanimate8,inanimate7,scene1
192,isanimate6,isanimate4,scene0
193,scene14,isanimate7,inanimate5
194,inanimate2,isanimate0,scene19
195,inanimate0,scene4,inanimate1
196,scene1,scene11,inanimate4
197,isanimate1,isanimate6,scene3
198,scene17,scene5,inanimate0
199,scene10,isanimate5,scene11
200,isanimate2,isanimate4,scene13
201,scene17,inanimate8,scene4
202,inanimate6,inanimate7,scene9
203,scene11,isanimate0,scene16
204,scene3,scene2,scene18
205,scene6,isanimate2,inanimate8
206,scene9,isanimate6,inanimate3
207,isanimate5,scene0,scene12
208,isanimate7,isanimate9,scene11
209,inanimate5,scene17,scene3
210,inanimate8,inanimate9,isanimate8
211,scene7,inanimate1,inanimate7
212,isanimate9,scene5,scene8
213,inanimate3,isanimate7,isanimate4
214,isanimate1,scene10,inanimate0
215,isanimate6,scene11,isanimate2
216,inanimate7,inanimate2,inanimate4
217,scene5,scene15,scene14
218,scene0,scene3,isanimate9
219,scene13,scene9,inanimate1
220,isanimate0,scene18,scene7
221,inanimate2,inanimate6,scene10
222,scene4,scene13,isanimate6
223,scene16,scene16,inanimate5
224,inanimate1,isanimate5,inanimate2
225,scene19,inanimate3,isanimate1
226,scene1,isanimate3,scene19
227,scene2,scene6,inanimate6
228,isanimate3,scene7,isanimate0
229,inanimate4,scene12,isanimate3
230,scene18,scene4,scene5
231,isanimate4,inanimate4,isanimate5
232,scene14,isanimate1,scene6
233,scene8,scene14,scene2
234,isanimate8,scene1,scene0
235,scene10,inanimate5,inanimate9
236,inanimate9,scene19,scene15
237,scene12,scene8,scene1
238,scene15,inanimate0,isanimate7
239,inanimate0,isanimate8,scene17
